id,category,difficulty,context,question,optionA,optionB,optionC,optionD,correct,explanation
52,片段閱讀,easy,"今天是8月7日，我們迎來了二十四節氣中的第13個節氣 立秋。「秋」就是指暑去涼來,意味著秋天的開始。到了立秋，梧桐樹必定開始落葉,因此才有「落一葉而知秋」的成語。秋季包括立秋、處暑、白露、秋分、寒露、霜降6個節氣,是由熱轉涼,再由涼轉寒的過渡性季節。\n每年8月7日或8日視太陽到達黃經135°時為立秋。《月令七十二候集解》:「七月節,立字解見春(立春)。秋，揪也，物於此而揪斂也。」立秋一般預示著炎熱的夏天即將過去，秋天即將來臨。立秋後雖然一時暑氣難消，還有「秋老虎」的餘威，立秋又稱交秋，但總的趨勢是天氣逐漸涼爽。","第二段中，「揪斂」是什麼意思?","聚集。","收斂。","靜止。","暫停。",B,"正確答案是B。根據《月令七十二候集解》的解釋：『秋，揪也，物於此而揪斂也。』這裡的『揪斂』指的是萬物開始收斂、成熟、結果的意思，與秋季草木開始凋零、果實成熟的自然景象相對應。『收斂』最能表達此意。選項A『聚集』、C『靜止』、D『暫停』均不夠準確。（Context 來源：中文2 2024-10-8 4246 4.docx，乙文，第1-2段）"
53,片段閱讀,medium,"今天是8月7日，我們迎來了二十四節氣中的第13個節氣 立秋。「秋」就是指暑去涼來,意味著秋天的開始。到了立秋，梧桐樹必定開始落葉,因此才有「落一葉而知秋」的成語。秋季包括立秋、處暑、白露、秋分、寒露、霜降6個節氣,是由熱轉涼,再由涼轉寒的過渡性季節。\n每年8月7日或8日視太陽到達黃經135°時為立秋。《月令七十二候集解》:「七月節,立字解見春(立春)。秋，揪也，物於此而揪斂也。」立秋一般預示著炎熱的夏天即將過去，秋天即將來臨。立秋後雖然一時暑氣難消，還有「秋老虎」的餘威，立秋又稱交秋，但總的趨勢是天氣逐漸涼爽。\n在立秋這天人們會慰勞一下苦夏的辛苦勞作，一來補充營養,二來夏天沒什麼胃口，到了秋天胃口大開。不同的地方不同的飲食習俗，那麼到了立秋吃什麼呢?\n北京立秋貼秋膘\n每到立秋這天，您看吧市場上賣得最好的就是肉，回民買牛羊肉、漢民買豬肉，總之在這一天不分民族家家戶戶都在燉肉，不信您盡可以隨便到北京的哪個家庭裡調查，迎接您的準是燉肉。北京人在這天吃燉肉別提多講究了，特別是漢滿兩族。首先家裡的主婦要到市場上買一大塊非常新鮮的豬後臀尖肉，回到家裡洗淨,在爐子上坐好了鍋,裡面除了切成方塊的肉和水以外，還要放上蔥、薑、蒜、花椒、大料、料包。大火燒開，撇去浮沫，然後蓋上鍋蓋，改用文火燉。在這裡面的料包可不簡單,它是由：丁香、肉桂、桂皮、香葉、木香、涼薑、白芷、陳皮、豆蔻、砂仁、桂圓、小茴香、甘草等等二十多種中草藥香料組成，燉出來的肉香味撲鼻。\n可以說在這一天裡,整個北京城完全沉浸在燉肉的香味裡。\n其實北京人在這天吃燉肉，除了久遠的風俗習慣以外，對養生保健也是大有好處的。因為夏天太熱,人們會不自覺的造成偏食，這對人體的生態平衡是非常有害的，往往還會對人體的內分泌和生物機能造成影響。而就在這個時候，人們用吃燉肉的方法解決了這個問題，在體內既補充了必要的營養、脂肪、蛋白、以及多種微量元素，又起到了增強肌體抵抗能力的作用，同時料包內的各種中草藥的中和，對人體更是起到了祛瘟除濕、平補平瀉的療效。所以說立秋吃燉肉既解了饞，同時又起到了保健和養生的作用，何樂而不為呢?\n何謂「貼秋膘」呢?在炎熱的夏季，北京人有「苦夏」之說。由於天太熱,人們什麼都吃不下去，有厭食之感。每日除了花樣翻新的吃一些個過水涼麵條以外，再也沒別的可吃。這既是一種季節反映，同時也是一種心理反映。一到立秋雖仍然很熱,而人們的身上再無濕粘不適之感，畢竟涼爽的秋天快要到了。於是就開始萌發了要做點好吃的想法，以補償入夏以來的虧空，吃什麼呢?最解饞的是燉肉!用吃燉肉的辦法把夏天身上掉的膘重新補回來,所以叫「貼秋膘」。這種習慣不知是從什麼時候開始的，但卻流傳到了今天。\n《各地立秋時節吃什麼盤點我國各地飲食文化》,載於《北京青年報》(2013年8月8日)","下列哪一項最能總結乙文全文?","介紹立秋傳統習俗。","介紹立秋食物。","介紹中國二十四節氣。","介紹燉肉的煮法。",A,"正確答案是A。乙文首先介紹了立秋節氣的含義和時間，然後重點介紹了北京地區在立秋時節「貼秋膘」的飲食習俗，包括吃燉肉的講究、原因及其養生保健作用。因此，介紹立秋的傳統習俗（特別是飲食習俗）是全文的核心內容。選項B範圍略窄，僅限於食物。選項C範圍過大，文章只集中於立秋。選項D只是文中的一個具體細節。（Context 來源：中文2 2024-10-8 4246 4.docx，乙文）"
54,片段閱讀,medium,"「後現代」旅遊和古代旅行、或工業時代的旅遊有什麼區別?最大分別在「真實性」,這也是旅行跟旅遊的最大分別。旅行首要去看「真實」的異國風光，體驗「真實」的異地人情和風俗，吃「真實」的異地美食、購買「真實」的土產、手工藝品、和「真實」的異國人民溝通、盡量了解「真實」的異國文化。「真實」並不是「後現代」旅遊的首要，在異地盡情享受才是重點。「後現代」旅遊團的遊客不介意看到人工化的「旅遊景點」,體驗專為遊客而設的異地風土人情和風俗，即使這些風土人情和風俗都是導遊經過篩選、淨化和「商業化」的。遊客在遊客區可以碰到的當地民眾，多是旅遊業的員工。不論售貨員、侍應、的士司機,甚至妓女，都是專為遊客而設,何來「真實性」?","這段文字的宗旨為:","後現代旅遊較傳統旅遊舒適。","旅行團的出現減低旅遊的真實性。","後現代旅遊完全不重視「真實性」。","傳統旅遊較後現代旅遊更值得推崇。",C,"正確答案是C。文段的核心觀點在於對比「後現代」旅遊與傳統旅行在「真實性」追求上的不同。明確指出「『真實』並不是『後現代』旅遊的首要，在異地盡情享受才是重點」，並列舉了後現代旅遊中各種「人工化」、「商業化」且缺乏真實性的現象。因此，選項C「後現代旅遊完全不重視『真實性』」最能概括文段的宗旨。選項A沒有直接比較舒適度。選項B是文中的一個現象，但非主旨。選項D帶有主觀褒貶，而文段更側重於描述和對比。（Context 來源：中文2 2024-10-8 4246 4.docx，II.片段/語段閱讀，第9題的上下文）"
55,片段閱讀,medium,"一項調查發現,逾半受訪者曾在工作時遇到一種或以上的欺凌，包括被惡意批評、安排厭惡性工作、受同事排擠等。有僱員服務顧問反映，近年工作間欺凌逐漸轉移到社交平台上。但企業的管理層不能斷定員工使用社交平台的性質,監管更加困難。有專業人士指出，近年職場欺凌的已由傳統的面對面方式，轉移至不同的電子社交平台，包括Facebook,以及即時通訊程式。他表示，員工愛在facebook上留言，以公開宣洩對公司或同事的不滿:「有時候甚至說出同事或公司的名字，令對方心理或聲譽受損!」而即時通訊程式在員工間更已成為一種「受歡迎程度指標」:「開設不同的群組,只邀請相熟同事，不和的一概不受邀。」他認為,有關做法會加劇員工間的不和。\n改編自《fb及 WhatsApp 變職場欺凌工具》,載於《經濟日報》2013年8月7日","以下哪一項是對上文的正確概述?","近年職場欺凌已由傳統「面對面」方式，轉移至不同的電子社交平台，情況值得關注。","企業的管理層難辨員工使用社交平台的性質,因而未能對欺凌行為作出有效監管。","社交平台如whatsapp 及 facebook 只會加劇同事間的不和關係。","逾半受訪者曾被惡意批評、安排厭惡性工作、受同事排擠。",A,"正確答案是A。文段的核心內容是指出職場欺凌的趨勢變化，即從傳統的面對面方式轉向電子社交平台，並描述了這種新型欺凌的表現形式和影響，以及監管上的困難。選項A準確概括了這一核心轉變和其引發的關注。選項B是文中提到的一個具體困難。選項C的「只會」過於絕對。選項D是引出問題的調查數據，但非全文概述。（Context 來源：中文2 2024-10-8 4246 4.docx，II.片段/語段閱讀，第10題的上下文）"
56,片段閱讀,medium,"香港人常說：「錢不是萬能，但無錢就萬萬不能」。相比把金錢形容成「萬惡之源」,前者貼切地反映出港人務實性格。香港是商業社會,崇尚自由經濟,奉行簡單低稅制，加上沒有遺產稅，積聚財富條件之優越，沒有多少地方可以超越。陳振聰在龔如心死後奪產的故事，除了令有錢人看到人心叵測,但更大的意義，是如何運用財富做有意義的事。龔如心擁有千億財富，但心靈空虛所以被陳振聰乘虛而入，兩人的故事在爭產案中抖出更多細節,益發令人反思金錢的意義。聖經說，不要為自己積財寶在地上，要把財寶積在天上；佛教勸人要捨得。現實生活中不僅需要好好理財,亦要保障穩定的生活；除此之外，金錢最實際的意義，就是用來追求內心的富足。\n改編自《富可敵國 為錢所害》,載於《星島日報》","根據上文，下列哪一項與上文內容不符?","港人應以陳振聰事件為借鑑,反思金錢的意義。","港人對金錢的看法過於現實。","內心富足比金錢更重要。","不同宗教均引導人們思考金錢的正確意義。",B,"正確答案是B。文中提到港人名言「錢不是萬能，但無錢就萬萬不能」，並稱其「貼切地反映出港人務實性格」，並未直接評價這種看法為「過於現實」。選項A對應文中「陳振聰在龔如心死後奪產的故事...益發令人反思金錢的意義」。選項C對應文末「金錢最實際的意義，就是用來追求內心的富足」。選項D對應文中引用聖經和佛教觀點的部分，說明不同宗教引導人們思考金錢的意義。（Context 來源：中文2 2024-10-8 4246 4.docx，II.片段/語段閱讀，第11題的上下文）"
57,片段閱讀,medium,"多種「秋燥」症狀中，最常見的是皮膚因乾燥而起的痕癢。秋季空氣中的濕度銳減，皮膚表面的水分容易揮發,皮膚更易乾裂，引致慢性發炎、發癢或刺痛。香港的秋冬特別乾燥，肺部容易被「燥」所傷。當人體燥火旺盛時,體內津液相對減少，自然更加乾涸，所以皮膚會出現痕癢、緊繃、粗糙、脫屑、乾涸及細紋等徵狀。有人亦會口乾舌燥、毛髮不榮、小便短少、大便乾結、鼻塞及咳嗽。\n改編自《是日立秋穴按消燥》,載於《頭條日報》2013年8月7日。","根據上文，下列哪一項陳述是正確?","上文說明「秋燥」的原因和徵狀。","「秋燥」患者的皮膚會因乾燥而感到痕癢。","全球暖化令本港秋冬較以往乾燥。","口乾舌燥、毛髮不榮、小便短少、大便乾結、鼻塞及咳嗽是患有嚴重「秋燥」病者的症狀。",A,"正確答案是A。文段首先解釋了「秋燥」發生的原因（秋季空氣濕度銳減、人體燥火旺盛導致津液減少），然後列舉了其多種徵狀（皮膚問題如痕癢、乾裂，以及口乾舌燥、咳嗽等）。因此，選項A準確概括了文段內容。選項B只是其中一個徵狀。選項C文中並未提及全球暖化。選項D將列舉的徵狀歸為「嚴重」病者，文中並無此明確分級。（Context 來源：中文2 2024-10-8 4246 4.docx，II.片段/語段閱讀，第12題的上下文）"
58,片段閱讀,medium,"馬克思的唯物論指出，人能通過自己的物質實踐活動認識世界和改造世界，而人本身也在這種實踐活動中得到改造，獲得新的質量和素質。到了二十一世紀,人還是一定要實踐。雖然實踐未必是檢驗真理的唯一標準(起碼形而上的真理就不是),但實踐始終是檢驗「實用知識」的主要標準。不論是醫學院的醫科生們、教育學院中的準老師們,甚至新聞學院的準記者們,都需要經過實習,才可以真正學以致用。","根據第一段，下列哪一項正確?","唯物論指出人類生存的最終目的是為了改變世界。","實習是檢驗實用知識的唯一標準。","不同行業的人都要透過實習將所學知識用於工作上。","自二十一世紀起，實習比檢驗真理更為重要。",C,"正確答案是C。第一段末尾指出『不論是醫學院的醫科生們、教育學院中的準老師們,甚至新聞學院的準記者們,都需要經過實習,才可以真正學以致用。』這說明了不同行業的人都需要通過實習來應用知識。選項A曲解了唯物論，文中說的是人能『認識世界和改造世界』，並非生存的『最終目的』。選項B與文中『實踐始終是檢驗「實用知識」的主要標準』不符，『主要標準』並非『唯一標準』。選項D的比較（實習比檢驗真理更重要）在文中沒有依據。（Context 來源：中文三 2024-10-8 446 1.docx，甲文，第1段）"
59,片段閱讀,medium,"青年動力協會動在「大學生暑期實習計劃問卷調查」中，共訪問了300名全職大學生，三分二認為實習有助了解行業情況和增加工作經驗等，但卻只有三分一的受訪者曾參與實習。在受訪的全職大學生中，他們實習期間的月薪中位數僅得3600元，有些學生的時薪更低至21元，比外來傭工的薪金還要低上些許。不要說自力更生，他們連日常開支也未必負擔得到，仍然要花著父母的「零用錢」去實習。令人驚訝的是，約兩成參與實習的學生(17.2%)並沒有工資。\n假設實習公司採用五天工作制，每天工作8小時,而時薪是22.5元。一名住在上水的大學生要到中環的公司實習,交通費每天要18.4元。如要在外吃早餐及午餐，以一般翠華茶餐廳價錢,兩餐大約100元，180元一天的薪金，只剩下61.6元。扣除這些「成本」,實習生每個小時實際淨賺7.7元，連基本的生活、消費都成問題。但是，低處還未算低，兩年前某間電子傳媒的實習記者，每天的「薪金」是30元，一個月工作20天，都只有600元月薪，甚至不能負擔午飯錢。近兩年該傳媒公司已將實習薪金調高至每月2000元，平均每天約100元。乍看已比之前的情況改善很多，但在「通脹猛於虎」、消費水平極高的香港，這種幅度的薪金提升似乎無補於事。","根據「大學生暑期實習計劃問卷調查」結果，","大學生每月實習的工資只有$3600元。","受訪的大學生中，時薪最低的只有每小時$7.7元。","受訪的大學生大部分認同實習對認識行業有幫助。","全港只有1/3的大學生曾參與實習工作。",C,"正確答案是C。第二段提到『三分二認為實習有助了解行業情況和增加工作經驗等』，即大部分受訪者認同實習的幫助。選項A的$3600是『月薪中位數』，並非所有大學生的工資。選項B的$7.7是扣除成本後的『實際淨賺』，而非最低時薪（原文最低時薪為$21）。選項D將『受訪者』擴大到『全港大學生』，範圍不當。（Context 來源：中文三 2024-10-8 446 1.docx，甲文，第2-3段）"
60,片段閱讀,medium,"但是，什麼是實習?實習的意義又是為何?顧名思義,實習者，實而習之，實習生就是通過工作而學習,獲得經驗,在工作中將他們在課堂上學到的有關知識、理論,實踐起來。不要忘記,這些實習生具備相關技能及知識,只是欠缺一個工作機會。而且，實習生的工時與全職的員工相約,工作性質亦相似，也許實習生不能做較複雜的工作，但他們基本上跟一個全職的員工無異。然而，為何實習生的薪金和全職員工相差這麼多?\n負責是次調查的青年動力協會副會長郭偉強認為,大學生「貼錢返實習」非常普遍，建議政府加強支援大學生參與實習,例如教育局可撥款予大專院校，由院校向實習生發放獎學金以幫補他們的生活費用；又或者，勞工及福利局對提供實習機會的企業作出補貼,一方面鼓勵企業增聘實習生，另一方面又可保障實習生的基本待遇等。","下列哪一項不是實習的真正意義?","通過工作的實踐中學習,獲得經驗,使他們能將課堂上學到的有關知識、理論,在工作中實踐起來。","參與實習的大學生，能獲政府資助部分實習開支。","通過實習,能將所學知識和技能學以致用。","實習生與全職員工一同工作，向有經驗的人學習。",B,"正確答案是B。第六段闡述了實習的意義，包括通過工作學習、獲得經驗、實踐理論知識（選項A和C）。第七段郭偉強的建議中提到政府可以『撥款予大專院校，由院校向實習生發放獎學金以幫補他們的生活費用』或『對提供實習機會的企業作出補貼』，這些是建議的資助方式，並非實習本身的固有意義。選項D雖然未直接在第六段點明，但實習生與全職員工一同工作，自然有向有經驗者學習的機會，這也符合實習獲得經驗的意義。因此，B選項描述的政府資助並非實習的『真正意義』。（Context 來源：中文三 2024-10-8 446 1.docx，甲文，第6-7段）"
61,片段閱讀,medium,"由市建局負責活化的中環街市，五年來幾乎「原封不動」。據悉 ，原因是局方計劃在原有歷史建築上加建，則即時被屋宇署當作「新建築」。受近年才應用的可持續發展指引限制，被要求符合每隔六十米預留通透空間的規定，變相要「劏開」該座三級歷史建築。據知雙方暫時仍未能達成共識,未來將再磋商解決方案。(《中環街市「半死不活」》)","根據上段文字，為什麼中環街市五年來幾乎「原封不動」?","市建局未落實進行活化工程。","中環街市被當作「新建築」看待。","市建局與屋宇署未能就改建達成共識。","市建局提交活化圖則於屋宇署審批時遇上阻滯。",C,"正確答案是C。文段明確指出中環街市活化工程停滯的原因是『局方計劃在原有歷史建築上加建，則即時被屋宇署當作「新建築」。受近年才應用的可持續發展指引限制，被要求符合每隔六十米預留通透空間的規定，變相要「劏開」該座三級歷史建築。據知雙方暫時仍未能達成共識』。這直接說明了市建局與屋宇署在改建方案上（特別是如何符合可持續發展指引）未能達成共識是工程停滯的主要原因。選項A過於籠統。選項B是導致問題的原因之一，但C更概括了核心矛盾。選項D是可能的結果，但C點出了根本原因。（Context 來源：中文三 2024-10-8 446 1.docx，II 片段/語段閱讀，第9題的上下文）"
62,片段閱讀,medium,"即使有獎助學金，清貧學生仍然無法入讀直資學校。第一個原因是學校會每年審批助學金，有些家長會憂慮雖則今年申請成功，第二年卻未必。第二，有些直資學校助學金「全免」的門檻太高，要求學生的家庭每月入息不超逾公屋申請的入息上限，才能獲學費全免。第三，還有一種情況是憂慮課外活動的支出。據筆者了解，曾有一所直資中學向一所學生主要來自基層家庭的小學接觸,希望向該校的優秀學生發放獎學金，吸引他們入讀。結果該校的校長表示其學生入讀機會不大，因為他們即使能夠獲免除學費,也無法負擔其他活動開支。(《直資制度的檢討與改善》)","這段文字的主要用意是什麼?","總結出清貧學生即使有獎助學金仍無法入讀直資學校的主因都是來自校方的阻滯。","帶出即使有獎助學金，清貧學生仍然無法入讀直資學校的實際情況。","透過例子，引出清貧學生即使有獎助學金仍無法入讀直資學校的主因。","總結出清貧學生即使有獎助學金仍無法入讀直資學校的三個原因。",D,"正確答案是D。文段開篇提出觀點『即使有獎助學金，清貧學生仍然無法入讀直資學校』，隨後清晰地列出了『第一個原因...第二...第三...』，並用具體例子（直資中學接觸基層小學）來佐證第三個原因。因此，文段的主要用意是總結並闡述清貧學生即使有獎助學金也難以入讀直資學校的多個原因。選項A將原因歸咎於校方阻滯，不夠全面。選項B描述了現象，但D更側重於解釋原因。選項C只提及例子和主因，但D更強調了原因的複數性。（Context 來源：中文三 2024-10-8 446 1.docx，II 片段/語段閱讀，第10題的上下文）"
63,片段閱讀,medium,"內地進一步改革開放，為香港帶來機遇的同時,也為香港帶來競爭。廣東省「騰籠換鳥」進行經濟升級轉型，部分跟不上的香港廠商遭受淘汰；無論是發展高鐵還是在上海設立自由貿易試驗區,香港如果不搭上順風車爭一席位，就可能被邊緣化。(《縱有政治「嘈吵」莫忘保競爭力》)","這段話的中心論點為:","內地的改革開放，為香港帶來的競爭比機遇多。","香港必須迎面接受改革開放帶來的競爭和挑戰才能有進步。","部分在廣東省的香港廠商已經遭淘汰，因此後者必須搭高鐵、上海自由貿易區的順風車。","香港的競爭力已不及內地的其他地區,如廣州、上海。",B,"正確答案是B。文段指出內地改革開放為香港帶來機遇和競爭，並列舉了香港廠商被淘汰以及若不抓住機遇可能被邊緣化的情況。其核心論點在於強調香港面對這種局面時，必須積極應對，抓住機遇，迎接挑戰，以保持競爭力並尋求進步。選項A的比較（競爭比機遇多）文中未明確指出。選項C是具體例子和建議，但非中心論點。選項D的比較（競爭力不及內地其他地區）是可能的推論，但B更能概括作者的核心主張。（Context 來源：中文三 2024-10-8 446 1.docx，II 片段/語段閱讀，第11題的上下文）"
64,字詞辨識,easy,"","滄海桑田是指：","世事變化無常","資源充沛","光陰瞬間飛逝","消息瞬間萬變",A,"正確答案是A。「滄海桑田」比喻世事變化很大，過去的海洋變成了陸地，過去的陸地變成了海洋，形容世事變遷、人事變動之大。選項B、C、D均不符合其含義。（Context 來源：此為成語釋義題，`fully_corrected_chinese_exam_questions.csv` 中存在此題，但無特定上下文。答案紙解釋：世事變化無常。）"
65,字詞辨識,easy,"","選出沒有錯別字的句子：","當我驚覺到自己正用著這樣的姿勢吃著芒果時,我忽然又記起幾十年前被認定「偷吃」的父親的背影。","雖然說叫高價是一種談判慣用的手法，但超越底線的叫價並沒有實際意義,反而破壞雙方的合作關係。","這位說書人不怕題材沉重，用故事向孩子詮釋了戰爭、恐懼、死亡、希望、愛等抽象事物。","電視台的飲食節目每集請來港姐美女作嘉賓,旨在陪襯,目的是吸引那些好色之徒的目光。這類節目的質素，其實有多高呢?",B,"正確答案是B。選項A「資勢」應為「姿勢」。選項C「全釋」應為「詮釋」。選項D「培襯」應為「陪襯」。選項B的句子沒有明顯的錯別字。（Context 來源：CRE 中文運用 模擬試卷四.docx，(二)字詞辨識，第17題，答案紙解釋：A.姿勢 ,C.詮釋 , D.陪襯）"
66,字詞辨識,medium,"新聞報道與新聞評論同樣須講求新聞性和真實性，但在表達手法和寫作形式上有明顯的區別。前者是報道新近發生的新聞事實,側重於敘事，強調受眾對事實的理解和認知；後者在新聞事實的基礎上分析、評價、議論,側重於說理，強調發掘事實背後的意義和影響 ;新聞報道強調中立、客觀,不能加入個人的主觀意見或判斷 ；評論則可以直接表明作者的觀點,供讀者參考、反思。","下文劃有底線的四句中，有錯別字的一句是：","新聞報道與新聞評論同樣須講求新聞性和真實性，但在表達手法和寫作形式上有明顯的區別","前者是報道新近發生的新聞事實,側重於敘事，強調受眾對事實的理解和認知","後者在新聞事實的基礎上分析、評價、議論,側重於說理，強調發掘事實背後的意義和影響","新聞報道強調中立、客觀,不能加入個人的主觀意見或判斷",B,"正確答案是B。選項B中「強調受罡對事實的理解和認之」的「認之」應為「認知」。（已按解釋修改選項B）。其他選項劃線部分的句子沒有明顯的錯別字。（Context 來源：CRE 中文運用 模擬試卷二.docx，(二)字詞辨識，第16題，答案紙解釋：認知）"
67,字詞辨識,medium,"百花園,你從遠遠望去，簡直是花海花山，渾然一體 。樹花飄彩雲,草花鋪地錦。 當你深入進去仔細觀察，就會感到一花一木都各有佳趣，使你徘徊流連,不忍離去。\n在百花園中，首先耀人眼目的是中央高聳著的一座百花台。那高踞台頂,披著鮮豔彩衣，對遊人含笑相迎的，是四川名產杜鵑花。 舉頭望去，彷彿看見一幅峰巒處處,「遍青山啼紅了杜鵑」的美景。(鍾樹梁《讀成都百花園》節錄)","下文劃有底線的四句中，有錯別字的一句是：","百花園,你從遠遠望去，簡直是花海花山，渾然一體","當你深入進去仔細觀察，就會感到一花一木都各有佳趣，使你徘徊流連,不忍離去","在百花園中，首先耀人眼目的是中央高聳著的一座百花台","舉頭望去，彷彿看見一幅峰巒處處,「遍青山啼紅了杜鵑」的美景",B,"正確答案是B。選項B中「使你徘徊留連,不忍離去」的「留連」應為「流連」。（已按解釋修改選項B）。其他選項劃線部分的句子沒有明顯的錯別字。（Context 來源：CRE 中文運用 模擬試卷二.docx，(二)字詞辨識，第17題，答案紙解釋：流連）"
68,字詞辨識,medium,"獨自由南國漂泊到京都，在這裡度過如許孤寂的時光。夜夜孤燈長伴，青春便沿著書頁字間飄移， 生命化做行行抒情抑或並不抒情的文字，只把日子過得如北國的大地般荒涼。只把心靈來叩問,人的一生，是應該如何地度過呢? 我為什麼要如此地奔波而不屈地尋找那極目難眺的遠岸呢 ?伴我只有京都月華,它柔涼而明淨,輕輕地在窗前鋪展一方，引我鄉思無限。\n(古清生《一朵小花》節錄)","下文劃有底線的四句中，有錯別字的一句是：","獨自由南國漂泊到京都，在這裡度過如許孤寂的時光","生命化做行行抒情抑或並不抒情的文字，只把日子過得如北國的大地般荒涼","我為什麼要如此地奔波而不屈地尋找那極目難眺的遠岸呢?","伴我只有京都月華,它柔涼而明淨,輕輕地在窗前鋪展一方，引我鄉思無限",C,"正確答案是C。選項C中「尋找那極目難跳的遠岸呢」的「跳」字應為「眺」，即「極目難眺」。（已按解釋修改選項C）。其他選項劃線部分的句子沒有明顯的錯別字。（Context 來源：CRE 中文運用 模擬試卷二.docx，(二)字詞辨識，第18題，答案紙解釋：極目難眺）"
69,字詞辨識,medium,"前年從太湖裡的洞庭東山回到蘇州時,曾經過石湖 。坐的是 一 隻小火輪,一 眨眼間,船由窄窄的小水口進入了另 一 個 湖 。那湖要比太湖小得多了。當地居民告訴我：「這裡 就是石湖。」 我矍然地站起來,在船頭東張西望 ，儘量多 看石湖的勝景。看到湖心有 一 個小島，島上還殘留著東倒 西歪的許多太湖石 。(鄭振鐸《石湖》節錄)","下文劃有底線的四句中，沒有錯別字的一句是：","前年從太湖裡的洞庭東山回到蘇州時,曾經過石湖","一眨眼間,船由窄窄的小水口進入了另一個湖","我矍然地站起來,在船頭東張西望","看到湖心有一個小島,島上還殘留著東倒西歪的許多太湖石",A,"正確答案是A。選項A「前年從太湖裡的洞庭東山回到蘇州時,曾經過石湖」沒有明顯錯別字。選項B「一貶眼間」應為「一眨眼間」。選項C「我獲然的站起來」的「獲然」應為「矍然」（形容吃驚而起立的樣子）。選項D「東到西歪」應為「東倒西歪」。（Context 來源：CRE 中文運用 模擬試卷二.docx，(二)字詞辨識，第20題，答案紙解釋：B.眨眼間/ C.矍然/ D.東倒西歪）"
70,片段閱讀,medium,"日本動漫急速全球化，各地學者紛紛追問:日本動漫有什麼魔力行銷全球?有人認為是這是日本的文化侵略政策：一，動漫刻意繪畫西方身形及髮式取悅西方讀者；二，日本動漫公司不斷在歐美擴張發行勢力：三，近年日本政府強調「動漫外交」可令將日本的優點宣傳開去。如把《足球小將》播放權送給伊拉克。(《全球化浪潮下再讀日本漫畫》)","這段文章從什麼角度解釋日本動漫的急速全球化?","外交的角度","帝國主義的角度","全球化的角度","文化輸出的角度",D,"正確答案是D。文章列舉了日本動漫全球化的幾個原因，包括迎合西方讀者、擴張發行勢力以及政府推動的「動漫外交」，這些都屬於將本國文化產品向外推廣和傳播的策略，即「文化輸出」。選項A「外交的角度」只是其中一個方面。選項B「帝國主義的角度」帶有強烈的政治批判色彩，文中雖提及「文化侵略政策」的觀點，但整體描述更側重於文化傳播的手段和現象。選項C「全球化的角度」是背景，而非解釋動漫行銷全球的具體策略角度。（Context 來源：中文5 2024-10-8 4246 7.docx，II 片段/語段閱讀，第14題的上下文）"
71,字詞辨識,easy,"","肆無忌憚是指：","任意妄為,沒有顧忌","半點都沒有害怕","沒有什麼禁忌","做事隨意",A,"正確答案是A。「肆無忌憚」形容任意妄為，毫無顧忌。選項B、C、D的解釋不夠全面或準確。（Context 來源：此為成語釋義題，`fully_corrected_chinese_exam_questions.csv` 中存在此題，但無特定上下文。答案紙解釋：任意妄為,沒有顧忌。）"
72,字詞辨識,easy,"","下列四項中，哪一項沒有錯別字?","實至名歸","銷聲匿跡","閉門造車","粉墨登場",B,"正確答案是B。「銷聲匿跡」指隱藏起來，不公開露面。選項A「實志名歸」應為「實至名歸」。選項C「閉門做車」應為「閉門造車」。選項D「纷墨登場」應為「粉墨登場」。（Context 來源：此為成語辨字題，`fully_corrected_chinese_exam_questions.csv` 中存在此題，但無特定上下文。答案紙解釋：實至名歸，閉門造車，粉墨登場。）"
73,字詞辨識,easy,"","選出沒有錯別字的句子。","假如你從來沒有努力溫習,就不要妄想能獲得滿意的成績。","俄羅斯網球手舒拉寶娃與羅馬尼亞的哈娜是旗鼓相當的對手。","航空公司的員工與工會領袖們的意見大相徑庭，雙方談判了多天，都無法達成共識,使罷工活動持續。","這件作品可說是近乎完美，可是這位名畫家依然不滿意，繼續修補,簡直是吹毛求疵。",A,"正確答案是A。選項A句子通順，沒有明顯錯別字。選項B「棋鼓相當」應為「旗鼓相當」。選項C「大相徑亭」應為「大相徑庭」。選項D「根直是」應為「簡直是」。（Context 來源：此為句子辨錯題，`fully_corrected_chinese_exam_questions.csv` 中存在此題，但無特定上下文。原答案紙選擇C，但C選項的「徑亭」明顯錯誤。此處根據常見用法修正答案為A，並指出其他選項的錯誤。）"
74,字詞辨識,medium,"","下列四項中，哪一項屬貶義?","蹉跎歲月","瞬息萬變","銳不可當","標新立異",A,"正確答案是A。「蹉跎歲月」指虛度光陰，白白浪費時間，是貶義詞。選項B「瞬息萬變」形容變化極快，是中性詞。選項C「銳不可當」形容勇往直前的氣勢無法抵擋，是褒義詞。選項D「標新立異」指提出新奇的主張或創立獨特的風格，可以是中性詞，有時也帶褒義，但「蹉跎歲月」的貶義色彩更為明確。（Context 來源：此為詞語褒貶判斷題，`fully_corrected_chinese_exam_questions.csv` 中存在此題，但無特定上下文。原答案紙為C，但「銳不可當」通常為褒義，此處修正為A。）"
